"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"71","7","GO Biological Process","","Renal tubule morphogenesis","4.59E-5","MEF2C|WT1|GATA3|GLI3|PBX1|MYC|CTNNB1","2013","2330|2354|2222|2258|2300|2294|2351","1.07E-6","","GO:0061333","0.4338187314462739","0"
"671","18","GO Biological Process","","Regulation of growth","4.88E-5","SIRT1|CSNK2A1|CYP27B1|MAPK14|CDK4|SRF|TP53|GSK3B|SMAD3|MEF2C|JARID2|RBPJ|PROX1|WT1|URI1|CDK1|HMGA2|HIF1A","2013","2219|2471|2204|2396|2321|2492|2456|2459|2318|2330|2390|2120|2129|2354|2195|2402|2276|2180","1.15E-6","","GO:0040008","0.4311580177997289","0"
"1143","24","GO Biological Process","","Negative regulation of molecular function","5.17E-5","SIRT1|CSNK2A1|SPI1|CYP27B1|NR0B2|TP53|ZNF462|PLK1|REST|GSK3B|E2F1|DUSP19|PROX1|CHUK|JUN|URI1|MAPK8|WEE2|NFATC4|PBX1|DUSP7|HMGA2|HNF1A|CEBPG","2013","2219|2471|2438|2204|2477|2456|2366|2144|2216|2459|2114|2423|2129|2357|2426|2195|2408|2429|2213|2300|2336|2276|2189|2240","1.22E-6","","GO:0044092","0.42865094569060574","0"
"46","6","Reactome Pathways","","Heme signaling","5.3E-5","SIRT1|CREBBP|ATF2|PPARGC1A|MEF2C|NCOA1","2013","2219|2483|2264|2312|2330|2168","1.46E-6","","HSA-9707616","0.4275724130399211","0"
"12","5","DISEASES","","Nephroblastoma","5.35E-5","TP53|REST|AMER1|WT1|CTNNB1","2013","2456|2216|2111|2354|2351","8.15E-8","","DOID:2154","0.4271646217978772","0"
"73","7","GO Biological Process","","Regulation of oxidative stress-induced cell death","5.39E-5","SIRT1|REST|ATF4|FOXO3|HIF1A|NR4A3|CTNNB1","2013","2219|2216|2297|2327|2180|2498|2351","1.28E-6","","GO:1903201","0.4268411234813262","0"
"193","10","GO Biological Process","","Peptidyl-serine phosphorylation","5.9E-5","MAPK1|CSNK2A1|MAPK14|CSNK2A2|PLK1|GSK3B|CHUK|CDK1|MAPK8|ULK3","2013","2381|2471|2396|2186|2144|2459|2357|2402|2408|2126","1.4E-6","","GO:0018105","0.42291479883578564","0"
"24","5","GO Biological Process","","Negative regulation of chondrocyte differentiation","6.13E-5","SNAI2|RARB|GLI3|RARG|CTNNB1","2013","2234|2411|2258|2210|2351","1.46E-6","","GO:0032331","0.4212539525481585","0"
"46","6","GO Biological Process","","Negative regulation of oxidative stress-induced cell death","6.13E-5","SIRT1|REST|ATF4|HIF1A|NR4A3|CTNNB1","2013","2219|2216|2297|2180|2498|2351","1.46E-6","","GO:1903202","0.4212539525481585","0"
"195","10","GO Biological Process","","Cellular response to lipopolysaccharide","6.39E-5","CEBPE|MAPK1|SPI1|MAPK14|RARA|CDK4|CEBPB|MEF2C|MAPK8|NR1H3","2013","2501|2381|2438|2396|2447|2321|2159|2330|2408|2237","1.53E-6","","GO:0071222","0.41944991418416","0"
"40","6","GO Molecular Function","","Core promoter sequence-specific DNA binding","6.73E-5","TBP|TP53|CEBPB|REST|ZBTB17|MYC","2013","2267|2456|2159|2216|2102|2294","6.95E-7","","GO:0001046","0.4171984935776023","0"
"111","8","GO Biological Process","","Regulation of cell cycle G2/M phase transition","6.84E-5","CDK4|TP53|PLK1|CDK10|CDK1|MECP2|PBX1|BRCA1","2013","2321|2456|2144|2405|2402|2171|2300|2279","1.64E-6","","GO:1902749","0.41649438982798836","0"
"482","15","GO Biological Process","","Positive regulation of cytokine production","6.95E-5","SIRT1|MAPK14|IRF1|RARA|ATF2|CEBPB|SMAD3|ATF4|CHUK|GATA3|NFATC4|BRCA1|HIF1A|CEBPG|NR4A3","2013","2219|2396|2453|2447|2264|2159|2318|2297|2357|2222|2213|2279|2180|2240|2498","1.68E-6","","GO:0001819","0.41580151954098865","0"
"247","11","GO Biological Process","","Heart morphogenesis","7.01E-5","SNAI2|ATF2|SRF|TP53|SMAD3|MEF2C|RBPJ|PROX1|JUN|GATA3|HIF1A","2013","2234|2264|2492|2456|2318|2330|2120|2129|2426|2222|2180","1.69E-6","","GO:0003007","0.4154281982033341","0"
"25","5","GO Biological Process","","Negative regulation of histone methylation","7.2E-5","SIRT1|DNMT3B|JARID2|DNMT1|BRCA1","2013","2219|2282|2390|2228|2279","1.75E-6","","GO:0031061","0.4142667503568732","0"
"359","13","GO Biological Process","","Negative regulation of cell cycle","7.2E-5","SIRT1|MAPK14|ATF2|TP53|PLK1|E2F1|ZBTB17|GATA3|ETS1|CDK1|WEE2|BRCA1|CTNNB1","2013","2219|2396|2264|2456|2144|2114|2102|2222|2414|2402|2429|2279|2351","1.74E-6","","GO:0045786","0.4142667503568732","0"
"153","9","GO Biological Process","","Regulation of mitochondrion organization","7.34E-5","CSNK2A2|PPARGC1A|CASP6|TP53|STAT2|GSK3B|HUWE1|MAPK8|HIF1A","2013","2186|2312|2273|2456|2147|2459|2261|2408|2180","1.79E-6","","GO:0010821","0.413430394008393","0"
"303","12","GO Biological Process","","Positive regulation of protein transport","7.48E-5","MAPK14|NR0B2|CSNK2A2|GSK3B|SMAD3|HUWE1|CDK1|MAPK8|GLI3|HIF1A|HNF1A|NR1H2","2013","2396|2477|2186|2459|2318|2261|2402|2408|2258|2180|2189|2132","1.83E-6","","GO:0051222","0.4126098402135539","0"
"304","12","GO Biological Process","","Positive regulation of DNA metabolic process","7.72E-5","SIRT1|MAPK1|DPF2|ATF1|PPARGC1A|WT1|CDK1|MECP2|BRCA1|CEBPG|MYC|CTNNB1","2013","2219|2381|2156|2270|2312|2354|2402|2171|2279|2240|2294|2351","1.89E-6","","GO:0051054","0.4112382699664264","0"
"362","13","GO Biological Process","","Response to metal ion","7.76E-5","MAPK1|ATF1|JUNB|CASP9|ATF4|MEF2C|CHUK|JUN|CDK1|MAPK8|NFATC4|HIF1A|TFAP2A","2013","2381|2270|2387|2192|2297|2330|2357|2426|2402|2408|2213|2180|2162","1.91E-6","","GO:0010038","0.41101382787418117","0"
"114","8","GO Biological Process","","Stem cell population maintenance","8.06E-5","SPI1|REST|MED14|FOXO3|RBPJ|PROX1|CDX2|CTNNB1","2013","2438|2216|2486|2327|2120|2129|2135|2351","1.98E-6","","GO:0019827","0.40936649581949097","0"
"49","6","GO Biological Process","","Thymus development","8.29E-5","MAPK1|SRF|JARID2|GATA3|PBX1|CTNNB1","2013","2381|2492|2390|2222|2300|2351","2.05E-6","","GO:0048538","0.40814454694497265","0"
"398","15","DISEASES","","Endocrine system disease","9.32E-5","CYP27B1|TP53|MYCN|CASP9|POU1F1|NR3C2|NR5A2|NR5A1|CDX2|SRY|BRCA1|HMGA2|HNF1A|MYC|CTNNB1","2013","2204|2456|2384|2192|2339|2432|2141|2444|2135|2117|2279|2276|2189|2294|2351","1.62E-7","","DOID:28","0.40305840876460186","0"
"431","14","GO Biological Process","","Regulation of cell cycle phase transition","9.5E-5","MAPK14|DPF2|CDK4|TCF3|ATF2|TP53|PLK1|CDK10|E2F1|PROX1|CDK1|MECP2|PBX1|BRCA1","2013","2396|2156|2321|2315|2264|2456|2144|2405|2114|2129|2402|2171|2300|2279","2.35E-6","","GO:1901987","0.40222763947111523","0"
"206","10","GO Biological Process","","Transmembrane receptor protein serine/threonine kinase signaling pathway","9.86E-5","SIRT1|SPI1|MAPK14|ATF2|TP53|SMAD1|SMAD3|JUN|HNF1A|DLX5","2013","2219|2438|2396|2264|2456|2441|2318|2426|2189|2285","2.45E-6","","GO:0007178","0.4006123085058789","0"
"206","10","GO Biological Process","","Response to starvation","9.86E-5","SIRT1|MAPK1|ATF2|PPARGC1A|TP53|ATF4|FOXO3|ATF3|MAPK8|EHMT2","2013","2219|2381|2264|2312|2456|2297|2327|2174|2408|2150","2.45E-6","","GO:0042594","0.4006123085058789","0"
"314","12","GO Biological Process","","Response to lipopolysaccharide","1.0E-4","CEBPE|MAPK1|SPI1|CYP27B1|MAPK14|RARA|CDK4|CEBPB|CASP9|MEF2C|MAPK8|NR1H3","2013","2501|2381|2438|2204|2396|2447|2321|2159|2192|2330|2408|2237","2.61E-6","","GO:0032496","0.4","0"
"118","8","GO Biological Process","","Fat cell differentiation","1.0E-4","SNAI2|SIRT1|ATF2|PPARGC1A|JDP2|CEBPB|HMGA2|NR4A3","2013","2234|2219|2264|2312|2252|2159|2276|2498","2.53E-6","","GO:0045444","0.4","0"
"207","10","GO Biological Process","","Positive regulation of epithelial cell proliferation","1.0E-4","SIRT1|SP1|RBPJ|PROX1|JUN|HIF1A|MYC|NR4A3|CTNNB1|DLX5","2013","2219|2288|2120|2129|2426|2180|2294|2498|2351|2285","2.56E-6","","GO:0050679","0.4","0"
"82","7","GO Biological Process","","Nephron tubule development","1.0E-4","MEF2C|WT1|GATA3|GLI3|PBX1|MYC|CTNNB1","2013","2330|2354|2222|2258|2300|2294|2351","2.63E-6","","GO:0072080","0.4","0"
"503","15","GO Biological Process","","Regulation of protein transport","1.1E-4","MAPK14|NR0B2|CSNK2A2|REST|GSK3B|SMAD3|HUWE1|PIM3|CDK1|MAPK8|GLI3|HIF1A|HNF1A|NR1H3|NR1H2","2013","2396|2477|2186|2216|2459|2318|2261|2345|2402|2408|2258|2180|2189|2237|2132","2.78E-6","","GO:0051223","0.3958607314841775","0"
"11","4","GO Biological Process","","Positive regulation of histone H3-K9 methylation","1.1E-4","SIRT1|JARID2|MECP2|BRCA1","2013","2219|2390|2171|2279","2.72E-6","","GO:0051574","0.3958607314841775","0"
"263","11","GO Biological Process","","Telencephalon development","1.2E-4","RARA|CSNK2A2|SRF|FBXO45|GSK3B|RARB|PROX1|GLI3|HIF1A|CTNNB1|DLX5","2013","2447|2186|2492|2246|2459|2411|2129|2258|2180|2351|2285","3.03E-6","","GO:0021537","0.39208187539523753","0"
"1290","25","GO Biological Process","","Neurogenesis","1.2E-4","MAPK1|SRF|TP53|CEBPB|FBXO45|REST|GSK3B|RARB|ATF4|MEF2C|RBPJ|PROX1|PRDM1|SMARCA1|JUN|GATA3|EHMT2|GLI3|NFATC4|MECP2|PBX1|HIF1A|RITA1|CTNNB1|DLX5","2013","2381|2492|2456|2159|2246|2216|2459|2411|2297|2330|2120|2129|2474|2489|2426|2222|2150|2258|2213|2171|2300|2180|2177|2351|2285","2.93E-6","","GO:0022008","0.39208187539523753","0"
"53","6","GO Biological Process","","Negative regulation of histone modification","1.2E-4","SIRT1|SPI1|DNMT3B|JARID2|DNMT1|BRCA1","2013","2219|2438|2282|2390|2228|2279","3.11E-6","","GO:0031057","0.39208187539523753","0"
"53","6","GO Biological Process","","Regulation of chondrocyte differentiation","1.2E-4","SNAI2|RARB|SMAD3|GLI3|RARG|CTNNB1","2013","2234|2411|2318|2258|2210|2351","3.11E-6","","GO:0032330","0.39208187539523753","0"
"84","7","GO Biological Process","","Cardiac muscle cell differentiation","1.2E-4","RARA|SRF|RARB|MEF2C|PROX1|WT1|CDK1","2013","2447|2492|2411|2330|2129|2354|2402","3.06E-6","","GO:0055007","0.39208187539523753","0"
"293","12","GO Molecular Function","","Transcription coactivator activity","1.2E-4","SIRT1|TRIP4|CREBBP|PPARGC1A|MED14|NCOA3|ELK1|ETS1|NCOA1|HMGA1|BRCA1|CTNNB1","2013","2219|2123|2483|2312|2486|2375|2303|2414|2168|2249|2279|2351","1.31E-6","","GO:0003713","0.39208187539523753","0"
"23","5","GO Molecular Function","","Histone acetyltransferase binding","1.2E-4","TRIP4|TP53|CEBPB|SP1|GLI3","2013","2123|2456|2159|2288|2258","1.22E-6","","GO:0035035","0.39208187539523753","0"
"54","6","Reactome Pathways","","Transcriptional activation of mitochondrial biogenesis","1.2E-4","CREBBP|ATF2|PPARGC1A|MEF2C|ESRRA|NCOA1","2013","2483|2264|2312|2330|2342|2168","3.44E-6","","HSA-2151201","0.39208187539523753","0"
"54","6","GO Biological Process","","Negative regulation of lipid biosynthetic process","1.3E-4","SNAI2|SIRT1|CYP27B1|REST|PROX1|BRCA1","2013","2234|2219|2204|2216|2129|2279","3.44E-6","","GO:0051055","0.3886056647693163","0"
"968","21","GO Biological Process","","Chromosome organization","1.4E-4","SIRT1|SPI1|DPF2|TP53|ZNF462|SSRP1|PLK1|JARID2|DNMT1|SMARCA1|GATA3|CDK1|EHMT2|MECP2|SATB1|HMGA1|BRCA1|HMGA2|HNF1A|RIOX1|MYC","2013","2219|2438|2156|2456|2366|2468|2144|2390|2228|2489|2222|2402|2150|2171|2291|2249|2279|2276|2189|2450|2294","3.79E-6","","GO:0051276","0.38538719643217617","0"
"12","4","GO Biological Process","","Regulation of transcription from RNA polymerase II promoter in response to hypoxia","1.4E-4","TP53|HIF1AN|RBPJ|HIF1A","2013","2456|2393|2120|2180","3.61E-6","","GO:0061418","0.38538719643217617","0"
"12","4","GO Biological Process","","Positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","1.4E-4","TP53|CEBPB|ATF4|ATF3","2013","2456|2159|2297|2174","3.61E-6","","GO:1990440","0.38538719643217617","0"
"1405","26","Reactome Pathways","","Post-translational protein modification","1.4E-4","RARA|CREBBP|EPAS1|PPARGC1A|TP53|SMAD1|DNMT3B|SMAD3|NR1I2|NR3C2|DNMT1|NR5A2|NFKB2|NR5A1|AMER1|GATA3|CDK1|NCOA1|MITF|SATB1|BRCA1|HIF1A|NR1H3|MYC|NR1H2|TFAP2A","2013","2447|2483|2504|2312|2456|2441|2282|2318|2372|2432|2228|2141|2201|2444|2111|2222|2402|2168|2243|2291|2279|2180|2237|2294|2132|2162","4.1E-6","","HSA-597592","0.38538719643217617","0"
"169","9","GO Biological Process","","Cellular response to starvation","1.5E-4","SIRT1|MAPK1|ATF2|TP53|ATF4|FOXO3|ATF3|MAPK8|EHMT2","2013","2219|2381|2264|2456|2297|2327|2174|2408|2150","3.88E-6","","GO:0009267","0.38239087409443184","0"
"3910","50","GO Biological Process","","Protein metabolic process","1.5E-4","SIRT1|MAPK1|CSNK2A1|SPI1|MAPK14|TBP|NFYB|RARA|CDK4|TRIP4|CREBBP|CSNK2A2|ATF2|CASP6|FBXO33|HIF1AN|PLK1|SMAD1|FBXO45|REST|CLK4|GSK3B|CASP9|PRPF4B|CDK10|HUWE1|NFYA|DUSP19|PIM3|PRDM1|CHUK|NCOA3|STK40|PIM2|CDK1|MAPK8|EHMT2|GLI3|WEE2|NCOA1|MAP3K2|MECP2|ULK3|DUSP7|BRCA1|WWP1|HIF1A|HNF1A|RIOX1|CTNNB1","2013","2219|2381|2471|2438|2396|2267|2399|2447|2321|2123|2483|2186|2264|2273|2507|2393|2144|2441|2246|2216|2198|2459|2192|2348|2405|2261|2225|2423|2345|2474|2357|2375|2105|2480|2402|2408|2150|2258|2429|2168|2108|2171|2126|2336|2279|2360|2180|2189|2450|2351","3.86E-6","","GO:0019538","0.38239087409443184","0"
"170","9","GO Biological Process","","Mesenchymal cell differentiation","1.5E-4","SNAI2|MAPK1|GSK3B|MEF2C|RBPJ|AMER1|HMGA2|HIF1A|CTNNB1","2013","2234|2381|2459|2330|2120|2111|2276|2180|2351","4.07E-6","","GO:0048762","0.38239087409443184","0"
"171","9","GO Biological Process","","Morphogenesis of a branching structure","1.6E-4","SRF|PROX1|PRDM1|WT1|GLI3|NFATC4|PBX1|MYC|CTNNB1","2013","2492|2129|2474|2354|2258|2213|2300|2294|2351","4.26E-6","","GO:0001763","0.3795880017344075","0"
"171","9","GO Biological Process","","T cell differentiation","1.6E-4","RELB|SPI1|IRF1|ATF2|SRF|TP53|GATA3|GLI3|CTNNB1","2013","2417|2438|2453|2264|2492|2456|2222|2258|2351","4.26E-6","","GO:0030217","0.3795880017344075","0"
"56","6","GO Biological Process","","Ureteric bud morphogenesis","1.6E-4","WT1|GATA3|GLI3|PBX1|MYC|CTNNB1","2013","2354|2222|2258|2300|2294|2351","4.17E-6","","GO:0060675","0.3795880017344075","0"
"744","18","GO Biological Process","","Cellular response to DNA damage stimulus","1.7E-4","SIRT1|MAPK1|MAPK14|ATF2|TP53|SSRP1|PLK1|FBXO45|CASP9|FOXO3|HUWE1|E2F1|CDK1|NFATC4|HMGA1|BRCA1|HMGA2|MYC","2013","2219|2381|2396|2264|2456|2468|2144|2246|2192|2327|2261|2114|2402|2213|2249|2279|2276|2294","4.73E-6","","GO:0006974","0.37695510786217257","0"
"172","9","GO Biological Process","","Negative regulation of Wnt signaling pathway","1.7E-4","SNAI2|MAPK14|GSK3B|FOXO3|AMER1|GLI3|NFATC4|NFATC1|CTNNB1","2013","2234|2396|2459|2327|2111|2258|2213|2435|2351","4.45E-6","","GO:0030178","0.37695510786217257","0"
"90","7","GO Biological Process","","Cellular response to UV","1.7E-4","SIRT1|CREBBP|TP53|CASP9|ATF4|NFATC4|MYC","2013","2219|2483|2456|2192|2297|2213|2294","4.69E-6","","GO:0034644","0.37695510786217257","0"
"13","4","GO Biological Process","","Negative regulation of histone H3-K9 methylation","1.7E-4","SIRT1|DNMT3B|DNMT1|BRCA1","2013","2219|2282|2228|2279","4.7E-6","","GO:0051573","0.37695510786217257","0"
"57","6","GO Biological Process","","Endochondral bone morphogenesis","1.7E-4","RARA|ATF2|RARB|MEF2C|RARG|DLX5","2013","2447|2264|2411|2330|2210|2285","4.59E-6","","GO:0060350","0.37695510786217257","0"
"90","7","GO Biological Process","","Regulation of neural precursor cell proliferation","1.7E-4","TP53|FOXO3|PROX1|SMARCA1|GLI3|HIF1A|CTNNB1","2013","2456|2327|2129|2489|2258|2180|2351","4.69E-6","","GO:2000177","0.37695510786217257","0"
"91","7","Reactome Pathways","","Activation of anterior HOX genes in hindbrain development during early embryogenesis","1.7E-4","RARA|CREBBP|RARB|JUN|NCOA3|RARG|PBX1","2013","2447|2483|2411|2426|2375|2210|2300","5.02E-6","","HSA-5617472","0.37695510786217257","0"
"91","7","GO Biological Process","","Positive regulation of neuron differentiation","1.8E-4","RARA|TCF3|REST|MEF2C|ZEB1|PROX1|NCOA1","2013","2447|2315|2216|2330|2309|2129|2168","5.02E-6","","GO:0045666","0.3744727494896694","0"
"93","7","Reactome Pathways","","Mitochondrial biogenesis","1.8E-4","MAPK14|CREBBP|ATF2|PPARGC1A|MEF2C|ESRRA|NCOA1","2013","2396|2483|2264|2312|2330|2342|2168","5.75E-6","","HSA-1592230","0.3744727494896694","0"
"92","7","Reactome Pathways","","Unfolded Protein Response (UPR)","1.8E-4","NFYB|CEBPB|ATF4|ATF3|NFYA|ZBTB17|CEBPG","2013","2399|2159|2297|2174|2225|2102|2240","5.37E-6","","HSA-381119","0.3744727494896694","0"
"92","7","Reactome Pathways","","Regulation of TP53 Activity through Phosphorylation","1.8E-4","CSNK2A1|MAPK14|TBP|CSNK2A2|TP53|SSRP1|BRCA1","2013","2471|2396|2267|2186|2456|2468|2279","5.37E-6","","HSA-6804756","0.3744727494896694","0"
"131","8","GO Biological Process","","Digestive tract development","1.9E-4","RARB|SMAD3|PRDM1|KLF5|CDX2|GLI3|HIF1A|CTNNB1","2013","2411|2318|2474|2369|2135|2258|2180|2351","5.26E-6","","GO:0048565","0.3721246399047171","0"
"94","7","Reactome Pathways","","Transcriptional regulation by RUNX3","1.9E-4","CREBBP|TP53|SMAD3|FOXO3|RBPJ|MYC|CTNNB1","2013","2483|2456|2318|2327|2120|2294|2351","6.14E-6","","HSA-8878159","0.3721246399047171","0"
"60","6","Reactome Pathways","","Regulation of PTEN gene transcription","1.9E-4","SNAI2|MAPK1|ATF2|TP53|REST|JUN","2013","2234|2381|2264|2456|2216|2426","6.03E-6","","HSA-8943724","0.3721246399047171","0"
"532","15","GO Biological Process","","Response to inorganic substance","2.0E-4","SIRT1|MAPK1|ATF1|ATF2|JUNB|CASP9|ATF4|MEF2C|CHUK|JUN|CDK1|MAPK8|NFATC4|HIF1A|TFAP2A","2013","2219|2381|2270|2264|2387|2192|2297|2330|2357|2426|2402|2408|2213|2180|2162","5.39E-6","","GO:0010035","0.36989700043360185","0"
"341","12","GO Biological Process","","Regionalization","2.1E-4","SRF|TP53|SMAD3|MEF2C|RBPJ|ETS2|WT1|CDX2|GLI3|RARG|PBX1|CTNNB1","2013","2492|2456|2318|2330|2120|2138|2354|2135|2258|2210|2300|2351","5.89E-6","","GO:0003002","0.3677780705266081","0"
"134","8","GO Biological Process","","Regulation of cellular ketone metabolic process","2.2E-4","SIRT1|PPARGC1A|REST|PROX1|BRCA1|NR1H3|NR4A3|NR1H2","2013","2219|2312|2216|2129|2279|2237|2498|2132","6.16E-6","","GO:0010565","0.3657577319177794","0"
"179","9","GO Biological Process","","Pallium development","2.2E-4","RARA|CSNK2A2|SRF|FBXO45|GSK3B|PROX1|GLI3|HIF1A|CTNNB1","2013","2447|2186|2492|2246|2459|2129|2258|2180|2351","6.06E-6","","GO:0021543","0.3657577319177794","0"
"62","6","Reactome Pathways","","Pre-NOTCH Transcription and Translation","2.2E-4","CREBBP|E2F3|TP53|RBPJ|E2F1|JUN","2013","2483|2183|2456|2120|2114|2426","7.18E-6","","HSA-1912408","0.3657577319177794","0"
"180","9","GO Biological Process","","Lung development","2.3E-4","MAPK1|EPAS1|SRF|RBPJ|PROX1|STK40|ELK1|GLI3|CTNNB1","2013","2381|2504|2492|2120|2129|2105|2303|2258|2351","6.33E-6","","GO:0030324","0.36382721639824067","0"
"138","8","Reactome Pathways","","PTEN Regulation","2.3E-4","SNAI2|MAPK1|CSNK2A1|CSNK2A2|ATF2|TP53|REST|JUN","2013","2234|2381|2471|2186|2264|2456|2216|2426","7.56E-6","","HSA-6807070","0.36382721639824067","0"
"15","4","Reactome Pathways","","FOXO-mediated transcription of cell death genes","2.3E-4","NFYB|CREBBP|FOXO3|NFYA","2013","2399|2483|2327|2225","7.57E-6","","HSA-9614657","0.36382721639824067","0"
"15","4","Reactome Pathways","","Response of EIF2AK1 (HRI) to heme deficiency","2.3E-4","CEBPB|ATF4|ATF3|CEBPG","2013","2159|2297|2174|2240","7.57E-6","","HSA-9648895","0.36382721639824067","0"
"136","8","GO Biological Process","","Peptidyl-lysine acetylation","2.4E-4","SIRT1|SPI1|CREBBP|ATF2|NCOA3|NCOA1|MECP2|HNF1A","2013","2219|2438|2483|2264|2375|2168|2171|2189","6.83E-6","","GO:0018394","0.3619788758288394","0"
"346","12","GO Biological Process","","Regulation of lipid metabolic process","2.4E-4","SNAI2|SIRT1|CYP27B1|CDK4|PPARGC1A|REST|PROX1|NR5A1|BRCA1|NR1H3|NR4A3|NR1H2","2013","2234|2219|2204|2321|2312|2216|2129|2444|2279|2237|2498|2132","6.79E-6","","GO:0019216","0.3619788758288394","0"
"774","20","DISEASES","","Connective tissue disease","2.5E-4","CYP27B1|CDK4|TP53|TFE3|RBPJ|PRDM1|NCOA3|AMER1|GATA3|SRY|GLI3|RARG|NFATC1|MITF|FLI1|HMGA2|SP7|NR4A3|CTNNB1|DLX5","2013","2204|2321|2456|2207|2120|2474|2375|2111|2222|2117|2258|2210|2435|2243|2153|2276|2165|2498|2351|2285","4.9E-7","","DOID:65","0.3602059991327963","0"
"2438","36","GO Biological Process","","Organic substance biosynthetic process","2.6E-4","SIRT1|MAZ|PDHX|CYP27B1|MAPK14|TBP|IRF1|RARA|TRIP4|E2F3|EPAS1|ATF2|PPARGC1A|SRF|TP53|CEBPB|SMAD1|MED14|ATF4|FOXO3|ATF3|E2F1|NFYA|DNMT1|PROX1|NR5A1|GATA3|ETS1|NCOA1|NFATC4|PBX1|BRCA1|HIF1A|HNF1A|NR1H3|CTNNB1","2013","2219|2465|2255|2204|2396|2267|2453|2447|2123|2183|2504|2264|2312|2492|2456|2159|2441|2486|2297|2327|2174|2114|2225|2228|2129|2444|2222|2414|2168|2213|2300|2279|2180|2189|2237|2351","7.27E-6","","GO:1901576","0.35850266520291824","0"
"35","5","GO Biological Process","","Embryonic eye morphogenesis","2.7E-4","RARB|ZEB1|PROX1|RARG|TFAP2A","2013","2411|2309|2129|2210|2162","7.64E-6","","GO:0048048","0.3568636235841013","0"
"3654","47","GO Biological Process","","Regulation of biological quality","2.7E-4","SIRT1|MAPK1|USF2|SPI1|CYP27B1|MAPK14|RARA|NR0B2|CREBBP|EPAS1|ATF2|PPARGC1A|CASP6|SRF|TP53|PLK1|CEBPB|SMAD1|REST|TFE3|GSK3B|SMAD3|ATF4|FOXO3|MEF2C|RBPJ|E2F1|PIM3|NR5A2|YBX1|NR5A1|PIM2|GATA3|URI1|MAPK8|RARG|NFATC4|MECP2|FLI1|HIF1A|HNF1A|CEBPG|NR1H3|MYC|NR4A3|CTNNB1|NR1H2","2013","2219|2381|2495|2438|2204|2396|2447|2477|2483|2504|2264|2312|2273|2492|2456|2144|2159|2441|2216|2207|2459|2318|2297|2327|2330|2120|2114|2345|2141|2363|2444|2480|2222|2195|2408|2210|2213|2171|2153|2180|2189|2240|2237|2294|2498|2351|2132","7.63E-6","","GO:0065008","0.3568636235841013","0"
"98","7","GO Biological Process","","Organ growth","2.8E-4","RARA|ATF2|SMAD1|RARB|JARID2|EHMT2|RARG","2013","2447|2264|2441|2411|2390|2150|2210","7.94E-6","","GO:0035265","0.3552841968657781","0"
"1190","23","GO Biological Process","","Regulation of organelle organization","2.9E-4","MAPK1|DPF2|CSNK2A2|PPARGC1A|CASP6|TP53|PHIP|PLK1|STAT2|GSK3B|SMAD3|CDK10|HUWE1|DNMT1|PROX1|MAPK8|EHMT2|WEE2|MECP2|BRCA1|HIF1A|MYC|CTNNB1","2013","2381|2156|2186|2312|2273|2456|2420|2144|2147|2459|2318|2405|2261|2228|2129|2408|2150|2429|2171|2279|2180|2294|2351","8.1E-6","","GO:0033043","0.3537602002101044","0"
"100","7","GO Biological Process","","Regulation of biomineral tissue development","3.2E-4","CYP27B1|CEBPB|SMAD3|ATF4|MEF2C|HIF1A|TFAP2A","2013","2204|2159|2318|2297|2330|2180|2162","8.99E-6","","GO:0070167","0.34948500216800943","0"
"190","9","GO Biological Process","","Epithelial cell development","3.3E-4","RARA|EPAS1|RARB|ATF4|PROX1|PRDM1|KLF5|RARG|HIF1A","2013","2447|2504|2411|2297|2129|2474|2369|2210|2180","9.6E-6","","GO:0002064","0.34814860601221126","0"
"422","13","GO Biological Process","","Response to xenobiotic stimulus","3.3E-4","CDK4|TP53|REST|NR1I2|FOXO3|MEF2C|E2F1|JUN|GATA3|CDK1|EHMT2|MYC|CTNNB1","2013","2321|2456|2216|2372|2327|2330|2114|2426|2222|2402|2150|2294|2351","9.54E-6","","GO:0009410","0.34814860601221126","0"
"298","11","GO Biological Process","","T cell activation","3.3E-4","RELB|SPI1|IRF1|ATF2|SRF|TP53|CEBPB|SMAD3|GATA3|GLI3|CTNNB1","2013","2417|2438|2453|2264|2492|2456|2159|2318|2222|2258|2351","9.5E-6","","GO:0042110","0.34814860601221126","0"
"101","7","GO Biological Process","","Tissue remodeling","3.3E-4","EPAS1|MEF2C|RBPJ|MITF|HIF1A|HNF1A|CTNNB1","2013","2504|2330|2120|2243|2180|2189|2351","9.56E-6","","GO:0048771","0.34814860601221126","0"
"143","8","GO Biological Process","","Response to ionizing radiation","3.4E-4","SNAI2|SIRT1|MAPK14|TP53|ELK1|GATA3|BRCA1|MYC","2013","2234|2219|2396|2456|2303|2222|2279|2294","9.69E-6","","GO:0010212","0.34685210829577445","0"
"37","5","GO Biological Process","","Embryonic camera-type eye development","3.4E-4","RARA|ZEB1|PROX1|RARG|TFAP2A","2013","2447|2309|2129|2210|2162","9.77E-6","","GO:0031076","0.34685210829577445","0"
"37","5","GO Biological Process","","Smooth muscle cell differentiation","3.4E-4","SRF|MEF2C|NFATC4|MECP2|CTNNB1","2013","2492|2330|2213|2171|2351","9.77E-6","","GO:0051145","0.34685210829577445","0"
