"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"69","8","WikiPathways","","Th17 cell differentiation pathway","9.33E-7","MAPK1|MAPK14|RARA|JUN|GATA3|MAPK8|NFATC1|HIF1A","46276","46489|46499|46533|46519|46383|46507|46525|46355","5.61E-8","","WP5130","0.60301183562535","0"
"135","10","WikiPathways","","Measles virus infection","1.01E-6","CSNK2A1|CDK4|CSNK2A2|TP53|STAT2|CASP9|NFKB2|CHUK|JUN|MAPK8","46276","46549|46449|46359|46539|46333|46363|46369|46473|46519|46507","6.19E-8","","WP4630","0.5995678626217358","0"
"75","8","KEGG Pathways","","Chronic myeloid leukemia","1.07E-6","MAPK1|CDK4|E2F3|TP53|SMAD3|E2F1|CHUK|MYC","46276","46489|46449|46357|46539|46447|46311|46473|46431","1.02E-7","","hsa05220","0.5970616222314791","0"
"334","15","GO Biological Process","","Camera-type eye development","1.08E-6","RARA|SRF|SMAD3|ATF4|ZEB1|PROX1|JUN|WT1|GATA3|GLI3|RARG|MITF|HIF1A|CTNNB1|TFAP2A","46276","46533|46563|46447|46433|46441|46321|46519|46471|46383|46407|46375|46397|46355|46469|46343","1.79E-8","","GO:0043010","0.5966576244513051","0"
"1375","30","GO Biological Process","","Response to biotic stimulus","1.11E-6","CEBPE|MAPK1|RELB|SPI1|CYP27B1|MAPK14|IRF1|RARA|CDK4|CREBBP|ATF2|TP53|CEBPB|STAT2|GSK3B|CASP9|SMAD3|MEF2C|RBPJ|PRDM1|CHUK|PIM2|GATA3|URI1|MAPK8|MECP2|HMGA2|HIF1A|CEBPG|NR1H3","46276","46569|46489|46513|46527|46371|46499|46537|46533|46449|46557|46411|46539|46341|46333|46541|46363|46447|46455|46315|46551|46473|46555|46383|46365|46507|46349|46419|46355|46395|46393","1.85E-8","","GO:0009607","0.5954677021213343","0"
"87","9","GO Biological Process","","Embryonic placenta development","1.2E-6","MAPK1|EPAS1|JUNB|CEBPB|RBPJ|PRDM1|CDX2|NCOA1|HIF1A","46276","46489|46571|46493|46341|46315|46551|46325|46347|46355","2.01E-8","","GO:0001892","0.5920818753952375","0"
"72","8","WikiPathways","","Non-small cell lung cancer","1.21E-6","MAPK1|CDK4|E2F3|TP53|CASP9|RARB|FOXO3|E2F1","46276","46489|46449|46357|46539|46363|46509|46453|46311","7.6E-8","","WP4255","0.591721462968355","0"
"287","14","GO Biological Process","","Ossification","1.22E-6","SNAI2|CYP27B1|MAPK14|JUNB|SMAD1|SMAD3|ATF4|MEF2C|NR1I3|GLI3|HIF1A|SP7|CTNNB1|DLX5","46276","46391|46371|46499|46493|46529|46447|46433|46455|46389|46407|46355|46345|46469|46425","2.06E-8","","GO:0001503","0.5913640169325252","0"
"2188","39","GO Biological Process","","Nervous system development","1.22E-6","MAPK1|DPF2|RARA|CSNK2A2|TCF3|ATF2|SRF|TP53|CEBPB|SMAD1|FBXO45|REST|GSK3B|RARB|ATF4|FOXO3|MEF2C|JARID2|POU1F1|RBPJ|E2F1|ZEB1|PROX1|PRDM1|SMARCA1|JUN|GATA3|EHMT2|GLI3|RARG|NFATC4|MECP2|PBX1|WWP1|HIF1A|RITA1|CTNNB1|DLX5|TFAP2A","46276","46489|46339|46533|46359|46445|46411|46563|46539|46341|46529|46399|46379|46541|46509|46433|46453|46455|46495|46461|46315|46311|46441|46321|46551|46561|46519|46383|46335|46407|46375|46377|46349|46435|46475|46355|46353|46469|46425|46343","2.04E-8","","GO:0007399","0.5913640169325252","0"
"2804","46","TISSUES","","Internal female genital organ","1.22E-6","SNAI2|CSNK2A1|MAPK14|TBP|IRF1|DPF2|CSNK2A2|EPAS1|ATF2|TP53|SSRP1|PLK1|JUNB|CEBPB|REST|GSK3B|RARB|SMAD3|ATF4|CDK10|FOXO3|HUWE1|RBPJ|ETS2|CUX1|JUN|STK40|KLF5|WT1|GATA3|ETS1|EHMT2|ESRRA|NCOA1|RARG|NFATC4|MITF|MECP2|HMGA1|BRCA1|HIF1A|NR1H3|MYC|CTNNB1|DLX5|NR1H2","46276","46391|46549|46499|46413|46537|46339|46359|46571|46411|46539|46547|46331|46493|46341|46379|46541|46509|46447|46433|46505|46453|46409|46315|46327|46543|46519|46305|46481|46471|46383|46511|46335|46463|46347|46375|46377|46397|46349|46401|46421|46355|46393|46431|46469|46425|46323","8.56E-9","","BTO:0003099","0.5913640169325252","0"
"146","10","KEGG Pathways","","Gastric cancer","1.26E-6","MAPK1|E2F3|TP53|GSK3B|RARB|SMAD3|E2F1|CDX2|MYC|CTNNB1","46276","46489|46357|46539|46541|46509|46447|46311|46325|46431|46469","1.23E-7","","hsa05226","0.5899629454882438","0"
"120","10","GO Biological Process","","Regulation of ossification","1.29E-6","MAPK1|CYP27B1|MAPK14|SMAD3|MEF2C|RBPJ|ESRRA|PBX1|HIF1A|TFAP2A","46276","46489|46371|46499|46447|46455|46315|46463|46435|46355|46343","2.18E-8","","GO:0030278","0.5889410289700752","0"
"9","5","Reactome Pathways","","Activation of the AP-1 family of transcription factors","1.36E-6","MAPK1|MAPK14|ATF2|JUN|MAPK8","46276","46489|46499|46411|46519|46507","2.68E-8","","HSA-450341","0.5866461091629782","0"
"486","19","InterPro Domains","","Protein kinase domain","1.42E-6","MAPK1|CSNK2A1|MAPK14|CDK4|CSNK2A2|PLK1|CLK4|GSK3B|PRPF4B|CDK10|PIM3|CHUK|STK40|PIM2|CDK1|MAPK8|WEE2|MAP3K2|ULK3","46276","46489|46549|46499|46449|46359|46331|46367|46541|46467|46505|46465|46473|46305|46555|46503|46507|46521|46307|46319","1.77E-9","","IPR000719","0.5847711655616943","0"
"775","22","GO Biological Process","","Brain development","1.44E-6","RARA|CSNK2A2|ATF2|SRF|TP53|SMAD1|FBXO45|GSK3B|RARB|FOXO3|POU1F1|RBPJ|E2F1|ZEB1|PROX1|SMARCA1|GLI3|MECP2|PBX1|HIF1A|CTNNB1|DLX5","46276","46533|46359|46411|46563|46539|46529|46399|46541|46509|46453|46461|46315|46311|46441|46321|46561|46407|46349|46435|46355|46469|46425","2.45E-8","","GO:0007420","0.5841637507904751","0"
"48","7","WikiPathways","","Interleukin-1 (IL-1) structural pathway","1.47E-6","MAPK1|MAPK14|ATF2|CHUK|ELK1|MAPK8|MYC","46276","46489|46499|46411|46473|46437|46507|46431","9.41E-8","","WP2637","0.5832682665251824","0"
"711","21","GO Biological Process","","Cellular response to cytokine stimulus","1.61E-6","SIRT1|MAPK1|SPI1|MAPK14|NFYB|IRF1|CDK4|TP53|CEBPB|STAT2|GSK3B|FOXO3|JARID2|NR5A2|CHUK|YBX1|KLF5|GATA3|RARG|BRCA1|HIF1A","46276","46381|46489|46527|46499|46501|46537|46449|46539|46341|46333|46541|46453|46495|46329|46473|46477|46481|46383|46375|46421|46355","2.75E-8","","GO:0071345","0.579317412396815","0"
"76","8","WikiPathways","","Leptin signaling pathway","1.71E-6","MAPK1|MAPK14|GSK3B|SP1|CHUK|ELK1|MAPK8|NCOA1","46276","46489|46499|46541|46427|46473|46437|46507|46347","1.12E-7","","WP2034","0.5767003889607846","0"
"76","8","WikiPathways","","Prolactin signaling pathway","1.71E-6","MAPK1|MAPK14|IRF1|GSK3B|JUN|ELK1|MAPK8|MYC","46276","46489|46499|46537|46541|46519|46437|46507|46431","1.12E-7","","WP2037","0.5767003889607846","0"
"50","7","WikiPathways","","Photodynamic therapy-induced AP-1 survival signaling","1.79E-6","MAPK14|ATF2|TP53|JUNB|JUN|ELK1|MAPK8","46276","46499|46411|46539|46493|46519|46437|46507","1.21E-7","","WP3611","0.5747146969020107","0"
"1494","31","GO Biological Process","","Cellular nitrogen compound biosynthetic process","1.84E-6","SIRT1|MAZ|PDHX|MAPK14|TBP|IRF1|RARA|TRIP4|E2F3|EPAS1|ATF2|PPARGC1A|SRF|TP53|CEBPB|SMAD1|MED14|ATF4|FOXO3|E2F1|NFYA|DNMT1|PROX1|NR5A1|GATA3|ETS1|NCOA1|NFATC4|HNF1A|NR1H3|CTNNB1","46276","46381|46545|46405|46499|46413|46537|46533|46317|46357|46571|46411|46443|46563|46539|46341|46529|46559|46433|46453|46311|46385|46387|46321|46531|46383|46511|46347|46377|46361|46393|46469","3.16E-8","","GO:0044271","0.5735182176990463","0"
"827","23","GO Molecular Function","","Zinc ion binding","1.88E-6","RARA|TRIP4|CREBBP|TP53|HIF1AN|RARB|SMAD3|NR1I2|NR3C2|DNMT1|ZEB1|NR5A2|NR1I3|NR5A1|WT1|GATA3|EHMT2|ESRRA|RARG|BRCA1|NR1H3|NR4A3|NR1H2","46276","46533|46317|46557|46539|46497|46509|46447|46483|46523|46387|46441|46329|46389|46531|46471|46383|46335|46463|46375|46421|46393|46567|46323","1.64E-8","","GO:0008270","0.572584215073632","0"
"279","14","TISSUES","","T-lymphocyte","1.97E-6","RELB|MAPK14|CASP6|CASP9|CHUK|TSC22D3|GATA3|CDX2|MAP3K2|NFATC4|NFATC1|MECP2|HMGA1|CEBPG","46276","46513|46499|46417|46363|46473|46451|46383|46325|46307|46377|46525|46349|46401|46395","1.46E-8","","BTO:0000782","0.5705533773838407","0"
"94","9","GO Biological Process","","Regulation of protein acetylation","2.16E-6","SNAI2|SIRT1|SPI1|NFYB|PPARGC1A|GSK3B|NFYA|GATA3|BRCA1","46276","46391|46381|46527|46501|46443|46541|46385|46383|46421","3.73E-8","","GO:1901983","0.5665546248849069","0"
"128","10","GO Biological Process","","Cellular response to hypoxia","2.23E-6","SIRT1|EPAS1|ATF2|TP53|HIF1AN|FOXO3|RBPJ|E2F1|HIF1A|MYC","46276","46381|46571|46411|46539|46497|46453|46315|46311|46355|46431","3.86E-8","","GO:0071456","0.565169513695184","0"
"23","6","GO Biological Process","","Negative regulation of stem cell proliferation","2.23E-6","SNAI2|TP53|RARB|RBPJ|GLI3|RARG","46276","46391|46539|46509|46315|46407|46375","3.88E-8","","GO:2000647","0.565169513695184","0"
"361","15","Reactome Pathways","","Transcriptional Regulation by TP53","2.38E-6","CSNK2A1|MAPK14|TBP|CREBBP|CSNK2A2|ATF2|CASP6|TP53|SSRP1|E2F1|PRDM1|JUN|CDK1|EHMT2|BRCA1","46276","46549|46499|46413|46557|46359|46411|46417|46539|46547|46311|46551|46519|46503|46335|46421","4.8E-8","","HSA-3700989","0.5623423042943487","0"
"85","8","KEGG Pathways","","Th1 and Th2 cell differentiation","2.45E-6","MAPK1|MAPK14|RBPJ|CHUK|JUN|GATA3|MAPK8|NFATC1","46276","46489|46499|46315|46473|46519|46383|46507|46525","2.48E-7","","hsa04658","0.5610833915635467","0"
"114","9","WikiPathways","","Wnt signaling","2.52E-6","CSNK2A1|CSNK2A2|GSK3B|JUN|MAPK8|NFATC4|NFATC1|MYC|CTNNB1","46276","46549|46359|46541|46519|46507|46377|46525|46431|46469","1.74E-7","","WP428","0.5598599459218456","0"
"473","17","GO Biological Process","","Cellular response to growth factor stimulus","2.55E-6","SNAI2|SIRT1|SPI1|MAPK14|ATF2|TP53|SMAD1|SMAD3|FOXO3|MEF2C|E2F1|ZEB1|JUN|GATA3|URI1|CTNNB1|DLX5","46276","46391|46381|46527|46499|46411|46539|46529|46447|46453|46455|46311|46441|46519|46383|46365|46469|46425","4.45E-8","","GO:0071363","0.5593459819566045","0"
"31","6","WikiPathways","","miRNA regulation of prostate cancer signaling pathways","2.58E-6","MAPK1|CREBBP|TP53|GSK3B|CASP9|CTNNB1","46276","46489|46557|46539|46541|46363|46469","1.82E-7","","WP3981","0.558838029403677","0"
"54","7","WikiPathways","","IL-4 signaling pathway","2.73E-6","MAPK1|MAPK14|ATF2|CEBPB|CHUK|ELK1|GATA3","46276","46489|46499|46411|46341|46473|46437|46383","1.95E-7","","WP395","0.5563837352959243","0"
"161","10","KEGG Pathways","","Hepatocellular carcinoma","2.79E-6","MAPK1|CDK4|E2F3|TP53|GSK3B|SMAD3|E2F1|ELK1|MYC|CTNNB1","46276","46489|46449|46357|46539|46541|46447|46311|46437|46431|46469","2.91E-7","","hsa05225","0.5554395796726402","0"
"87","8","KEGG Pathways","","PD-L1 expression and PD-1 checkpoint pathway in cancer","2.79E-6","MAPK1|CSNK2A1|MAPK14|CSNK2A2|CHUK|JUN|NFATC1|HIF1A","46276","46489|46549|46499|46359|46473|46519|46525|46355","2.92E-7","","hsa05235","0.5554395796726402","0"
"55","7","WikiPathways","","IL-1 signaling pathway","3.0E-6","MAPK1|MAPK14|ATF2|CHUK|JUN|MAPK8|MAP3K2","46276","46489|46499|46411|46473|46519|46507|46307","2.19E-7","","WP195","0.5522878745280337","0"
"199","11","WikiPathways","","Circadian rhythm genes","3.0E-6","SIRT1|RELB|CDK4|PPARGC1A|TP53|GSK3B|ATF4|PROX1|JUN|MAPK8|NR1H3","46276","46381|46513|46449|46443|46539|46541|46433|46321|46519|46507|46393","2.21E-7","","WP3594","0.5522878745280337","0"
"2365","40","GO Biological Process","","Regulation of cellular component organization","3.02E-6","SNAI2|SIRT1|MAPK1|CSNK2A1|CYP27B1|MAPK14|DPF2|ATF1|CSNK2A2|PPARGC1A|CASP6|SRF|TP53|PHIP|SSRP1|PLK1|STAT2|GSK3B|SMAD3|CDK10|HUWE1|MEF2C|DNMT1|CUX1|PROX1|KLF5|WT1|GATA3|URI1|MAPK8|EHMT2|WEE2|NFATC4|MECP2|BRCA1|HIF1A|NR1H3|MYC|CTNNB1|NR1H2","46276","46391|46381|46489|46549|46371|46499|46339|46415|46359|46443|46417|46563|46539|46515|46547|46331|46333|46541|46447|46505|46409|46455|46387|46543|46321|46481|46471|46383|46365|46507|46335|46521|46377|46349|46421|46355|46393|46431|46469|46323","5.29E-8","","GO:0051128","0.5519993057042849","0"
"133","10","GO Biological Process","","Hormone-mediated signaling pathway","3.08E-6","RARA|TRIP4|RARB|NR3C2|NR5A2|NR5A1|ESRRA|RARG|NR1H3|NR4A3","46276","46533|46317|46509|46523|46329|46531|46463|46375|46393|46567","5.42E-8","","GO:0009755","0.5511449283499557","0"
"118","10","SMART Domains","","Helix loop helix domain","3.08E-6","USF2|TCF3|EPAS1|MYCN|TFE3|NCOA3|NCOA1|MITF|HIF1A|MYC","46276","46565|46445|46571|46491|46373|46485|46347|46397|46355|46431","1.88E-8","","SM00353","0.5511449283499557","0"
"44","7","GO Biological Process","","mRNA transcription by RNA polymerase II","3.11E-6","TBP|RARA|EPAS1|ATF2|ATF4|NCOA1|NR1H3","46276","46413|46533|46571|46411|46433|46347|46393","5.49E-8","","GO:0042789","0.5507239610973163","0"
"365","15","GO Biological Process","","Regulation of apoptotic signaling pathway","3.11E-6","SNAI2|SIRT1|CSNK2A1|MAZ|CSNK2A2|TP53|PHIP|GSK3B|ATF3|URI1|NFATC4|BRCA1|HIF1A|MYC|CTNNB1","46276","46391|46381|46549|46545|46359|46539|46515|46541|46351|46365|46377|46421|46355|46431|46469","5.51E-8","","GO:2001233","0.5507239610973163","0"
"165","10","KEGG Pathways","","Tuberculosis","3.27E-6","MAPK1|CYP27B1|MAPK14|NFYB|CREBBP|CEBPB|CASP9|NFYA|MAPK8|CEBPG","46276","46489|46371|46499|46501|46557|46341|46363|46385|46507|46395","3.6E-7","","hsa05152","0.5485452247339714","0"
"25","6","GO Biological Process","","Positive regulation of transcription from RNA polymerase II promoter in response to stress","3.34E-6","TP53|CEBPB|ATF4|ATF3|RBPJ|HIF1A","46276","46539|46341|46433|46351|46315|46355","5.95E-8","","GO:0036003","0.5476253533188435","0"
"25","6","GO Biological Process","","Regulation of DNA methylation","3.34E-6","SPI1|WT1|EHMT2|MECP2|BRCA1|MYC","46276","46527|46471|46335|46349|46421|46431","5.95E-8","","GO:0044030","0.5476253533188435","0"
"217","12","GO Biological Process","","Cellular response to nutrient levels","3.38E-6","SIRT1|MAPK1|USF2|ATF2|SRF|TP53|ATF4|FOXO3|ATF3|MAPK8|EHMT2|NCOA1","46276","46381|46489|46565|46411|46563|46539|46433|46453|46351|46507|46335|46347","6.05E-8","","GO:0031669","0.5471083299722345","0"
"368","15","GO Biological Process","","Response to oxidative stress","3.4E-6","SIRT1|MAPK1|EPAS1|ATF2|PPARGC1A|TP53|SP1|ATF4|FOXO3|CHUK|JUN|CDK1|MAPK8|HIF1A|HNF1A","46276","46381|46489|46571|46411|46443|46539|46427|46433|46453|46473|46519|46503|46507|46355|46361","6.11E-8","","GO:0006979","0.5468521082957745","0"
"583","19","GO Molecular Function","","Protein kinase activity","3.4E-6","MAPK1|CSNK2A1|MAPK14|CDK4|CSNK2A2|PLK1|CLK4|GSK3B|PRPF4B|CDK10|PIM3|CHUK|STK40|PIM2|CDK1|MAPK8|WEE2|MAP3K2|ULK3","46276","46489|46549|46499|46449|46359|46331|46367|46541|46467|46505|46465|46473|46305|46555|46503|46507|46521|46307|46319","3.03E-8","","GO:0004672","0.5468521082957745","0"
"126","9","KEGG Pathways","","FoxO signaling pathway","3.42E-6","SIRT1|MAPK1|MAPK14|CREBBP|PLK1|SMAD3|FOXO3|CHUK|MAPK8","46276","46381|46489|46499|46557|46331|46447|46453|46473|46507","3.87E-7","","hsa04068","0.5465973893943865","0"
"135","10","GO Biological Process","","Regulation of fat cell differentiation","3.43E-6","SNAI2|SIRT1|MAPK14|JDP2|CEBPB|TFE3|SMAD3|E2F1|KLF5|GATA3","46276","46391|46381|46499|46403|46341|46373|46447|46311|46481|46383","6.19E-8","","GO:0045598","0.5464705879957229","0"
"315","14","GO Biological Process","","Regulation of leukocyte differentiation","3.44E-6","IRF1|RARA|JUNB|CEBPB|TFE3|FOXO3|ZEB1|PRDM1|GATA3|GLI3|ESRRA|MITF|MYC|CTNNB1","46276","46537|46533|46493|46341|46373|46453|46441|46551|46383|46407|46463|46397|46431|46469","6.23E-8","","GO:1902105","0.546344155742847","0"
"430","16","Reactome Pathways","","Diseases of signal transduction by growth factor receptors and second messengers","3.44E-6","MAPK1|CREBBP|JUNB|CEBPB|GSK3B|CASP9|SMAD3|FOXO3|RBPJ|CUX1|CHUK|AMER1|MECP2|DUSP7|MYC|CTNNB1","46276","46489|46557|46493|46341|46541|46363|46447|46453|46315|46543|46473|46309|46349|46459|46431|46469","7.23E-8","","HSA-5663202","0.546344155742847","0"
"612","19","GO Biological Process","","Chromatin organization","3.5E-6","SIRT1|SPI1|DPF2|TP53|ZNF462|SSRP1|JARID2|DNMT1|SMARCA1|GATA3|EHMT2|MECP2|SATB1|HMGA1|BRCA1|HMGA2|HNF1A|RIOX1|MYC","46276","46381|46527|46339|46539|46479|46547|46495|46387|46561|46383|46335|46349|46429|46401|46421|46419|46361|46535|46431","6.37E-8","","GO:0006325","0.5455931955649724","0"
"1719","33","GO Biological Process","","Cell development","3.5E-6","SNAI2|MAPK1|SPI1|RARA|EPAS1|SRF|CEBPB|FBXO45|REST|GSK3B|CASP9|RARB|SMAD3|ATF4|FOXO3|MEF2C|PROX1|PRDM1|JUN|KLF5|WT1|GATA3|CDK1|EHMT2|GLI3|RARG|NFATC4|MECP2|PBX1|FLI1|HIF1A|CTNNB1|DLX5","46276","46391|46489|46527|46533|46571|46563|46341|46399|46379|46541|46363|46509|46447|46433|46453|46455|46321|46551|46519|46481|46471|46383|46503|46335|46407|46375|46377|46349|46435|46337|46355|46469|46425","6.35E-8","","GO:0048468","0.5455931955649724","0"
"219","12","GO Biological Process","","MAPK cascade","3.64E-6","MAPK1|MAPK14|ATF2|SMAD1|SMAD3|MEF2C|CDK1|MAPK8|MAP3K2|DUSP7|MYC|CTNNB1","46276","46489|46499|46411|46529|46447|46455|46503|46507|46307|46459|46431|46469","6.66E-8","","GO:0000165","0.5438898616350943","0"
"317","14","GO Biological Process","","Cellular response to external stimulus","3.66E-6","SIRT1|MAPK1|USF2|IRF1|ATF2|SRF|TP53|ATF4|FOXO3|ATF3|MAPK8|EHMT2|NCOA1|MAP3K2","46276","46381|46489|46565|46537|46411|46563|46539|46433|46453|46351|46507|46335|46347|46307","6.72E-8","","GO:0071496","0.5436518914605589","0"
"87","8","WikiPathways","","Hair follicle development: cytodifferentiation - part 3 of 3","3.87E-6","TCF3|SMAD1|RBPJ|CUX1|JUN|GATA3|NFATC1|CTNNB1","46276","46445|46529|46315|46543|46519|46383|46525|46469","2.92E-7","","WP2840","0.5412289034981088","0"
"2438","45","Monarch Phenotype","","Abnormality of the cardiovascular system","4.07E-6","SNAI2|MAPK1|CSNK2A1|DPF2|RARA|CDK4|TRIP4|CREBBP|TCF3|EPAS1|TP53|ZNF462|MYCN|STAT2|DNMT3B|RARB|SMAD3|CDK10|HUWE1|MEF2C|JARID2|POU1F1|RBPJ|NR3C2|NFKB2|CHUK|NR5A1|AMER1|WT1|GATA3|SRY|GLI3|MITF|MECP2|SATB1|PBX1|BRCA1|FLI1|HMGA2|HNF1A|SP7|MYC|CTNNB1|DLX5|TFAP2A","46276","46391|46489|46549|46339|46533|46449|46317|46557|46445|46571|46539|46479|46491|46333|46423|46509|46447|46505|46409|46455|46495|46461|46315|46523|46369|46473|46531|46309|46471|46383|46313|46407|46397|46349|46429|46435|46421|46337|46419|46361|46345|46431|46469|46425|46343","3.34E-10","","HP:0001626","0.5390405590774779","0"
"72","8","GO Biological Process","","Regulation of histone acetylation","4.12E-6","SNAI2|SIRT1|SPI1|NFYB|PPARGC1A|NFYA|GATA3|BRCA1","46276","46391|46381|46527|46501|46443|46385|46383|46421","7.6E-8","","GO:0035065","0.5385102783966865","0"
"72","8","GO Biological Process","","Regulation of cartilage development","4.12E-6","SNAI2|RARA|SMAD1|RARB|SMAD3|GLI3|RARG|CTNNB1","46276","46391|46533|46529|46509|46447|46407|46375|46469","7.6E-8","","GO:0061035","0.5385102783966865","0"
"27","6","Reactome Pathways","","ATF4 activates genes in response to endoplasmic reticulum  stress","4.12E-6","NFYB|CEBPB|ATF4|ATF3|NFYA|CEBPG","46276","46501|46341|46433|46351|46385|46395","8.85E-8","","HSA-380994","0.5385102783966865","0"
"321","14","GO Biological Process","","Mononuclear cell differentiation","4.2E-6","RELB|SPI1|IRF1|TCF3|ATF2|SRF|TP53|RBPJ|JUN|GATA3|GLI3|PBX1|CEBPG|CTNNB1","46276","46513|46527|46537|46445|46411|46563|46539|46315|46519|46383|46407|46435|46395|46469","7.79E-8","","GO:1903131","0.5376750709602099","0"
"493","17","GO Biological Process","","Regulation of mitotic cell cycle","4.25E-6","SIRT1|DPF2|CDK4|TCF3|ATF2|TP53|PHIP|PLK1|CDK10|E2F1|PIM3|PIM2|CDK1|MECP2|PBX1|BRCA1|CTNNB1","46276","46381|46339|46449|46445|46411|46539|46515|46331|46505|46311|46465|46555|46503|46349|46435|46421|46469","7.91E-8","","GO:0007346","0.5371611069949689","0"
"1749","33","UniProt Keywords","","Zinc-finger","4.25E-6","SNAI2|MAZ|DPF2|RARA|TRIP4|CREBBP|ATF2|ZNF462|REST|DNMT3B|SP1|RARB|NR1I2|NR3C2|DNMT1|ZEB1|NR5A2|NR1I3|PRDM1|NR5A1|ZBTB17|SP2|KLF5|WT1|GATA3|GLI3|ESRRA|RARG|BRCA1|SP7|NR1H3|NR4A3|NR1H2","46276","46391|46545|46339|46533|46317|46557|46411|46479|46379|46423|46427|46509|46483|46523|46387|46441|46329|46389|46551|46531|46303|46457|46481|46471|46383|46407|46463|46375|46421|46345|46393|46567|46323","9.49E-8","","KW-0863","0.5371611069949689","0"
"59","7","WikiPathways","","Kit receptor signaling pathway","4.41E-6","SNAI2|MAPK1|MAPK14|JUNB|FOXO3|MAPK8|MITF","46276","46391|46489|46499|46493|46453|46507|46397","3.39E-7","","WP304","0.5355561410532161","0"
"35","6","WikiPathways","","Host-pathogen interaction of human coronaviruses - MAPK signaling","4.41E-6","MAPK1|MAPK14|ATF2|JUNB|JUN|MAPK8","46276","46489|46499|46411|46493|46519|46507","3.43E-7","","WP4877","0.5355561410532161","0"
"59","7","WikiPathways","","Markers of kidney cell lineage","4.41E-6","RARA|SMAD1|RARB|WT1|PBX1|HNF1A|CTNNB1","46276","46533|46529|46509|46471|46435|46361|46469","3.39E-7","","WP5236","0.5355561410532161","0"
"634","19","UniProt Keywords","","Kinase","4.56E-6","MAPK1|CSNK2A1|MAPK14|CDK4|CSNK2A2|PLK1|CLK4|GSK3B|PRPF4B|CDK10|PIM3|CHUK|STK40|PIM2|CDK1|MAPK8|WEE2|MAP3K2|ULK3","46276","46489|46549|46499|46449|46359|46331|46367|46541|46467|46505|46465|46473|46305|46555|46503|46507|46521|46307|46319","1.09E-7","","KW-0418","0.5341035157335565","0"
"90","8","WikiPathways","","T-cell receptor signaling pathway","4.61E-6","MAPK1|MAPK14|ATF2|CHUK|JUN|GATA3|MAPK8|NFATC1","46276","46489|46499|46411|46473|46519|46383|46507|46525","3.72E-7","","WP69","0.5336299074610352","0"
"436","16","GO Biological Process","","Regulation of DNA-binding transcription factor activity","4.65E-6","SIRT1|SPI1|NR0B2|TCF3|ATF2|PPARGC1A|SRF|SMAD3|E2F1|PROX1|CHUK|MAPK8|GLI3|PBX1|CEBPG|CTNNB1","46276","46381|46527|46553|46445|46411|46443|46563|46447|46311|46321|46473|46507|46407|46435|46395|46469","8.68E-8","","GO:0051090","0.5332547047110047","0"
"498","17","GO Biological Process","","Muscle structure development","4.85E-6","SIRT1|MAPK14|RARA|EPAS1|SRF|REST|RARB|MEF2C|ATF3|RBPJ|PROX1|KLF5|WT1|CDK1|NFATC4|MECP2|CTNNB1","46276","46381|46499|46533|46571|46563|46379|46509|46455|46351|46315|46321|46481|46471|46503|46377|46349|46469","9.1E-8","","GO:0061061","0.5314258261397736","0"
"326","14","GO Biological Process","","Regulation of Wnt signaling pathway","4.97E-6","SNAI2|CSNK2A1|MAPK14|GSK3B|SMAD3|FOXO3|RBPJ|AMER1|GLI3|NFATC4|NFATC1|HNF1A|CTNNB1|DLX5","46276","46391|46549|46499|46541|46447|46453|46315|46309|46407|46377|46525|46361|46469|46425","9.35E-8","","GO:0030111","0.5303643611266667","0"
"530","19","InterPro Domains","","Protein kinase-like domain superfamily","4.98E-6","MAPK1|CSNK2A1|MAPK14|CDK4|CSNK2A2|PLK1|CLK4|GSK3B|PRPF4B|CDK10|PIM3|CHUK|STK40|PIM2|CDK1|MAPK8|WEE2|MAP3K2|ULK3","46276","46489|46549|46499|46449|46359|46331|46367|46541|46467|46505|46465|46473|46305|46555|46503|46507|46521|46307|46319","6.94E-9","","IPR011009","0.5302770657240282","0"
"183","11","GO Biological Process","","Cellular response to radiation","5.26E-6","SNAI2|SIRT1|MAPK14|CREBBP|TP53|CASP9|ATF4|ELK1|NFATC4|BRCA1|MYC","46276","46391|46381|46499|46557|46539|46363|46433|46437|46377|46421|46431","9.92E-8","","GO:0071478","0.527901425584626","0"
"65","7","KEGG Pathways","","Renal cell carcinoma","5.34E-6","MAPK1|CREBBP|EPAS1|TFE3|JUN|ETS1|HIF1A","46276","46489|46557|46571|46373|46519|46511|46355","6.2E-7","","hsa05211","0.5272458742971444","0"
"229","12","GO Biological Process","","Skeletal system morphogenesis","5.58E-6","MAPK14|RARA|ATF2|RARB|SMAD3|MEF2C|ZEB1|GLI3|RARG|CTNNB1|DLX5|TFAP2A","46276","46499|46533|46411|46509|46447|46455|46441|46407|46375|46469|46425|46343","1.06E-7","","GO:0048705","0.5253365801062422","0"
"37","6","WikiPathways","","miRNA role in immune response in sepsis","5.62E-6","RELB|MAPK14|IRF1|NFKB2|CHUK|MAPK8","46276","46513|46499|46537|46369|46473|46507","4.6E-7","","WP4329","0.5250263684430939","0"
"93","8","WikiPathways","","Thyroid hormones production and peripheral downstream signaling effects","5.62E-6","MAPK1|MAPK14|ATF2|PPARGC1A|TP53|GSK3B|CASP9|CTNNB1","46276","46489|46499|46411|46443|46539|46541|46363|46469","4.7E-7","","WP4746","0.5250263684430939","0"
